Gene ID	Symbol	Annotation	Modification	Description	Protein GI	Protein Num	Area	FoT(1e-6)	iBAQ	Peptide Num	Unique Peptide Num	Strict Peptide Num	US Peptide Num	Identified Proteins Num	Unique Proteins Num
5756	TWF1	co_0,ki_1,li_0,re_1,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	twinfilin actin-binding protein 1	gi|334848198;gi|334724463	2	3076566152.14	10.224	136948399.071	9	8	6	6	2	2
9455	HOMER2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	homer homolog 2 (Drosophila)	gi|46249351;gi|46249349	2	912146123.598	3.3238	44521417.9375	1	1	0	0	2	2
594	BCKDHB	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	branched chain keto acid dehydrogenase E1, beta polypeptide	gi|34101272	1	2181171714.88	8.5704	114798511.309	4	4	4	4	1	1
101060453	LOC101060453	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	fatty acid-binding protein, epidermal-like	gi|410172827	1	5653549605.64	30.148	403824971.832	4	0	3	0	1	1
199746	U2AF1L4	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	U2 small nuclear RNA auxiliary factor 1-like 4	gi|94536807;gi|94536809	2	447953602.236	1.5201	20361527.3744	2	0	2	0	2	2
5604	MAP2K1	co_0,ki_1,li_0,re_1,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	mitogen-activated protein kinase kinase 1	gi|5579478	1	1232058130.52	3.4672	46442040.6054	4	1	3	0	1	1
11331	PHB2	co_1,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	prohibitin 2	gi|390608669;gi|221307584	2	9597041900.42	32.5672	436229177.292	8	8	7	7	2	2
29780	PARVB	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	parvin, beta	gi|343432588;gi|20127528;gi|51477696;gi|343432584	4	55955003.1051	0.1205	1613975.57976	1	0	1	0	4	4
9144	SYNGR2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	synaptogyrin 2	gi|4759202	1	227252998.406	1.6966	22725299.8406	1	1	1	1	1	1
4236	MFAP1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	microfibrillar-associated protein 1	gi|50726968	1	83325745.3899	0.3659	4901514.4347	2	2	2	2	1	1
5881	RAC3	co_0,ki_0,li_1,re_0,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)	gi|4826962	1	2425485140.46	5.4477	72971022.8604	3	0	2	0	1	1
1718	DHCR24	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	24-dehydrocholesterol reductase	gi|13375618	1	1403751124.13	4.3666	58489630.172	2	2	2	2	1	1
23451	SF3B1	co_0,ki_0,li_0,re_0,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	splicing factor 3b, subunit 1, 155kDa	gi|54112117	1	4744959520.51	5.535	74139992.508	13	13	11	11	1	1
55907	CMAS	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	cytidine monophosphate N-acetylneuraminic acid synthetase	gi|8923900	1	162444236.761	0.5053	6768509.86504	1	1	1	1	1	1
51510	CHMP5	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	charged multivesicular body protein 5	gi|189409150	1	330128419.773	3.5209	47161202.8247	1	1	1	1	1	1
221443	OARD1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	O-acyl-ADP-ribose deacylase 1	gi|21450830	1	124750436.62	0.8467	11340948.7836	1	1	1	1	1	1
2585	GALK2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	galactokinase 2	gi|4503897;gi|48527957	2	497488258.185	1.5812	21179300.8466	2	2	2	2	2	2
79751	SLC25A22	co_0,ki_0,li_0,re_1,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	solute carrier family 25 (mitochondrial carrier: glutamate), member 22	gi|300796991	1	682992580.369	2.0911	28009760.8454	4	3	4	3	1	1
56894	AGPAT3	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	1-acylglycerol-3-phosphate O-acyltransferase 3	gi|83267874	1	219731458.732	0.8202	10986572.9366	1	1	0	0	1	1
84833	USMG5	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	up-regulated during skeletal muscle growth 5 homolog (mouse)	gi|330340389	1	452288903.477	11.2554	150762967.826	2	2	1	1	1	1
2597	GAPDH	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	glyceraldehyde-3-phosphate dehydrogenase	gi|7669492;gi|378404908	2	3.51788957336e+11	1459.0659	19543830963.1	15	15	15	15	2	2
6139	RPL17	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	ribosomal protein L17	gi|313569776;gi|313569778	2	2678382720.65	12.6221	169070085.202	4	0	4	0	2	2
27250	PDCD4	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	programmed cell death 4 (neoplastic transformation inhibitor)	gi|21735596;gi|21735598;gi|313760537	3	2965689525.52	9.2253	123570396.897	7	7	3	3	3	3
26007	DAK	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	dihydroxyacetone kinase 2 homolog (S. cerevisiae)	gi|20149621	1	564855166.986	1.3178	17651723.9683	4	4	4	4	1	1
10142	AKAP9	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	A kinase (PRKA) anchor protein (yotiao) 9	gi|22538393;gi|22538387	2	470532102.178	0.1458	1952415.36173	2	2	2	2	2	2
83786	FRMD8	co_0,ki_0,li_0,re_0,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	FERM domain containing 8	gi|13994263	1	587615060.651	1.6873	22600579.2558	2	2	0	0	1	1
83447	SLC25A31	co_0,ki_0,li_0,re_1,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31	gi|13775208	1	8087154422.18	6.8609	91899482.0702	3	0	3	0	1	1
8360	HIST1H4D	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	histone cluster 1, H4d	gi|4504303	1	19187793698.0	17.0534	228426115.452	7	0	6	0	1	1
81567	TXNDC5	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	thioredoxin domain containing 5 (endoplasmic reticulum)	gi|224493972;gi|42794771	2	4511190800.91	13.4715	180447632.037	8	8	8	8	2	2
10809	STARD10	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	StAR-related lipid transfer (START) domain containing 10	gi|116812600	1	6878032213.36	39.499	529079401.028	6	6	6	6	1	1
10096	ACTR3	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	ARP3 actin-related protein 3 homolog (yeast)	gi|460417294;gi|5031573	2	9167955880.79	29.2821	392226255.58	14	13	12	11	2	2
2026	ENO2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	enolase 2 (gamma, neuronal)	gi|5803011	1	1464754684.88	2.3746	31806720.3279	3	2	2	1	1	1
8365	HIST1H4H	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	histone cluster 1, H4h	gi|4504311	1	19187793698.0	17.0534	228426115.452	7	0	6	0	1	1
59338	PLEKHA1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1	gi|50234893;gi|307344641	2	110443313.544	0.3748	5020150.61566	2	2	1	1	2	2
1993	ELAVL2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)	gi|115511032;gi|283945537	2	705550558.541	1.0041	13450037.8807	1	0	1	0	2	2
65125	WNK1	co_0,ki_1,li_0,re_1,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	WNK lysine deficient protein kinase 1	gi|296939600;gi|296939604;gi|296939602;gi|300797780	4	30482288.3088	0.0091	121708.2737	1	0	1	0	4	4
70	ACTC1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	actin, alpha, cardiac muscle 1	gi|4885049	1	9.84789245753e+11	501.2459	6714066070.95	14	0	13	0	1	1
4615	MYD88	co_0,ki_0,li_0,re_0,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	myeloid differentiation primary response 88	gi|289546581;gi|197276654;gi|289546503	3	59851660.5251	0.2499	3346967.85831	1	1	1	1	3	3
5917	RARS	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	arginyl-tRNA synthetase	gi|15149476	1	7387785935.19	14.1421	189430408.595	22	22	18	18	1	1
6637	SNRPG	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	small nuclear ribonucleoprotein polypeptide G	gi|4507133	1	920496477.161	17.1802	230124119.29	1	1	1	1	1	1
2778	GNAS	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	GNAS complex locus	gi|18426900;gi|4504047;gi|117938759;gi|117938765;gi|117938762	5	1131336180.66	3.7697	50494049.8788	6	5	4	4	5	5
6342	SCP2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	sterol carrier protein 2	gi|302344760;gi|19923233;gi|55956779;gi|55956777;gi|302344767;gi|302344762;gi|55956775	7	12955162883.3	56.8972	762124214.216	10	10	8	8	7	7
81619	TSPAN14	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	tetraspanin 14	gi|190194420	1	131257728.43	0.7538	10096748.3408	1	1	1	1	1	1
81876	RAB1B	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	RAB1B, member RAS oncogene family	gi|13569962	1	13543158988.1	38.45	515027856.041	7	3	7	3	1	1
3030	HADHA	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit	gi|20127408	1	9674413463.71	17.1965	230343177.707	16	16	14	14	1	1
2140	EYA3	co_1,ki_0,li_0,re_0,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	eyes absent homolog 3 (Drosophila)	gi|26667243	1	0.0	0.0	0.0	1	1	0	0	1	1
29765	TMOD4	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	tropomodulin 4 (muscle)	gi|156415984	1	497987647.839	2.3236	31124227.9899	1	1	1	1	1	1
29934	SNX12	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	sorting nexin 12	gi|371874679;gi|371874557;gi|371874642	3	348112421.547	2.0646	27654264.0383	2	1	2	1	3	3
548596	CKMT1A	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	creatine kinase, mitochondrial 1A	gi|66346730	1	55532742.8401	0.0691	925545.714002	1	0	1	0	1	1
30844	EHD4	co_0,ki_0,li_0,re_0,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	EH-domain containing 4	gi|21264315	1	5860503715.07	13.2857	177958782.386	9	8	7	6	1	1
8140	SLC7A5	co_0,ki_0,li_0,re_1,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	solute carrier family 7 (amino acid transporter light chain, L system), member 5	gi|71979932	1	145523893.938	0.4938	6614722.45173	1	1	1	1	1	1
54658	UGT1A1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	UDP glucuronosyltransferase 1 family, polypeptide A1	gi|8850236	1	436755863.176	0.1647	2205837.69281	1	0	1	0	1	1
6294	SAFB	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	scaffold attachment factor B	gi|321267469;gi|21264343;gi|321267471;gi|321267473	4	1489759296.83	2.7938	37422918.918	8	5	6	4	4	4
128322	LOC128322	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	nuclear transport factor 2-like	gi|169160905;gi|17451119;gi|410171162	3	1582966354.73	5.9089	79148317.7366	1	0	1	0	3	3
2591	GALNT3	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3 (GalNAc-T3)	gi|153266878	1	543078920.685	1.1925	15972909.4319	4	4	3	3	1	1
6129	RPL7	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	ribosomal protein L7	gi|15431301	1	1912553277.42	11.8986	159379439.785	6	6	4	4	1	1
2027	ENO3	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	enolase 3 (beta, muscle)	gi|301897477;gi|301897479	2	29870876131.0	117.9746	1580240391.98	2	1	2	1	2	2
6093	ROCK1	co_0,ki_1,li_0,re_1,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	Rho-associated, coiled-coil containing protein kinase 1	gi|4885583	1	745285009.893	0.5513	7384270.65703	6	4	2	1	1	1
392	ARHGAP1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	Rho GTPase activating protein 1	gi|4757766	1	1965349312.67	5.4343	72790715.2843	9	9	8	8	1	1
5715	PSMD9	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	proteasome (prosome, macropain) 26S subunit, non-ATPase, 9	gi|18543329	1	595528063.432	3.42	45809851.0332	2	2	2	2	1	1
1892	ECHS1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	enoyl CoA hydratase, short chain, 1, mitochondrial	gi|194097323	1	15310057316.5	63.4994	850558739.805	9	9	9	9	1	1
84747	UNC119B	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	unc-119 homolog B (C. elegans)	gi|122937500	1	28388465.0255	0.0706	946282.167517	1	0	0	0	1	1
