Gene ID	Symbol	Annotation	Modification	Description	Protein GI	Protein Num	Area	FoT(1e-6)	iBAQ	Peptide Num	Unique Peptide Num	Strict Peptide Num	US Peptide Num	Identified Proteins Num	Unique Proteins Num
11260	XPOT	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	exportin, tRNA	gi|8051636	1	196989205.004	0.3456	4020187.85721	4	4	2	2	1	1
29767	TMOD2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	tropomodulin 2 (neuronal)	gi|218931148;gi|7657647	2	616117450.921	2.8816	33524037.7707	1	1	1	1	2	2
826	CAPNS1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	calpain, small subunit 1	gi|51599151	1	3875539208.88	25.4718	296336619.629	6	5	6	5	1	1
80223	RAB11FIP1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	RAB11 family interacting protein 1 (class I)	gi|289547524;gi|289547526	2	94394632.7623	0.1781	2072283.60455	1	1	1	1	2	2
11034	DSTN	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	destrin (actin depolymerizing factor)	gi|5802966;gi|58530848	2	4378455255.88	23.6359	274977661.358	7	6	6	5	2	2
8659	ALDH4A1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	aldehyde dehydrogenase 4 family, member A1	gi|238859541;gi|25777736	2	1221204734.4	3.2803	38162647.95	6	6	5	5	2	2
3182	HNRNPAB	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	heterogeneous nuclear ribonucleoprotein A/B	gi|55956919;gi|55956921	2	16476683926.2	90.2096	1049489115.97	10	9	9	8	2	2
8342	HIST1H2BM	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	histone cluster 1, H2bm	gi|4504263	1	2.80539216094e+11	228.159	2654377658.67	8	0	6	0	1	1
54810	GIPC2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	GIPC PDZ domain containing family, member 2	gi|41393579	1	38722773.0246	0.256	2978674.84805	1	1	0	0	1	1
6156	RPL30	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	ribosomal protein L30	gi|4506631	1	2573613997.35	36.8695	428935666.225	3	3	3	3	1	1
55612	FERMT1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	fermitin family member 1	gi|116686114	1	1757408893.15	4.067	47315002.758	8	7	6	5	1	1
169714	QSOX2	co_0,ki_0,li_0,re_0,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	quiescin Q6 sulfhydryl oxidase 2	gi|145580631	1	81700109.8347	0.1672	1945240.71035	2	2	1	1	1	1
54205	CYCS	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	cytochrome c, somatic	gi|11128019	1	143837907.275	2.0606	23972984.5458	1	1	1	1	1	1
9632	SEC24C	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	SEC24 family, member C (S. cerevisiae)	gi|38373671	1	486731522.472	0.773	8992759.84531	5	3	3	2	1	1
5425	POLD2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	polymerase (DNA directed), delta 2, accessory subunit	gi|379056381;gi|379056383	2	92410923.9905	0.3126	3636540.99037	1	1	0	0	2	2
4907	NT5E	co_0,ki_0,li_0,re_1,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	5'-nucleotidase, ecto (CD73)	gi|4505467;gi|325651886	2	697678905.507	2.2241	25875453.913	4	4	2	2	2	2
30001	ERO1L	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	ERO1-like (S. cerevisiae)	gi|7657069	1	1034486445.49	3.42	39787940.2113	7	7	5	5	1	1
26240	FAM50B	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	family with sequence similarity 50, member B	gi|6912326	1	289609890.302	0.7322	8517937.95006	1	0	1	0	1	1
29959	NRBP1	co_0,ki_1,li_0,re_1,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	nuclear receptor binding protein 1	gi|7019333	1	239326494.817	0.9796	11396499.7532	3	3	3	3	1	1
3033	HADH	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	hydroxyacyl-CoA dehydrogenase	gi|296179429;gi|296179427	2	4911357696.74	28.144	327423846.449	7	7	6	6	2	2
3672	ITGA1	co_0,ki_0,li_0,re_1,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	integrin, alpha 1	gi|31657142	1	131796451.088	0.1798	2092007.16013	1	1	1	1	1	1
54623	PAF1	co_0,ki_0,li_0,re_0,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	Paf1, RNA polymerase II associated factor, homolog (S. cerevisiae)	gi|42476169;gi|378744165	2	64801677.7498	0.1921	2234540.61206	1	1	1	1	2	2
1611	DAP	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	death-associated protein	gi|4758120	1	1665792736.81	17.8981	208224092.101	2	2	2	2	1	1
4513	COX2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	cytochrome c oxidase subunit II	gi|251831110	1	850912090.434	6.6492	77355644.5849	3	3	1	1	1	1
80201	HKDC1	co_0,ki_0,li_0,re_0,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	hexokinase domain containing 1	gi|156151420	1	361375104.522	0.2111	2455534.94372	2	0	1	0	1	1
60	ACTB	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	actin, beta	gi|4501885	1	1.44245869532e+12	1516.1329	17638526149.8	28	1	25	1	1	1
29109	FHOD1	co_0,ki_0,li_0,re_0,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	formin homology 2 domain containing 1	gi|118572599	1	7333381.0746	0.01	116402.8742	1	1	1	1	1	1
5250	SLC25A3	co_0,ki_0,li_0,re_1,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3	gi|6031192;gi|47132595	2	3027758512.21	13.6975	159355711.169	8	8	6	6	2	2
2617	GARS	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	glycyl-tRNA synthetase	gi|116805340	1	6985911476.31	15.012	174647786.908	17	17	15	15	1	1
2799	GNS	co_0,ki_0,li_0,re_0,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	glucosamine (N-acetyl)-6-sulfatase	gi|4504061	1	149090250.616	0.4746	5521861.13393	1	1	1	1	1	1
84293	FAM213A	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	family with sequence similarity 213, member A	gi|344925834;gi|344925836;gi|344925832	3	41415792.3766	0.2543	2958270.88404	1	1	1	1	3	3
6124	RPL4	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	ribosomal protein L4	gi|16579885	1	26042613859.9	139.907	1627663366.24	15	15	13	13	1	1
7077	TIMP2	co_0,ki_0,li_1,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	TIMP metallopeptidase inhibitor 2	gi|4507511	1	293246617.54	2.2915	26658783.4127	1	1	1	1	1	1
9475	ROCK2	co_0,ki_1,li_0,re_1,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	Rho-associated, coiled-coil containing protein kinase 2	gi|41872583	1	1338421517.98	1.403	16322213.6339	8	8	4	4	1	1
29957	SLC25A24	co_0,ki_0,li_0,re_1,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24	gi|47458041;gi|148491091	2	798027667.006	2.4498	28500988.1074	6	6	4	4	2	2
5611	DNAJC3	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	DnaJ (Hsp40) homolog, subfamily C, member 3	gi|5453980	1	798041579.224	2.8582	33251732.4677	5	5	4	4	1	1
57103	C12orf5	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	chromosome 12 open reading frame 5	gi|9966849	1	236943687.072	1.4548	16924549.0766	4	4	4	4	1	1
1777	DNASE2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	deoxyribonuclease II, lysosomal	gi|4503349	1	179989883.728	0.9101	10587640.2193	1	1	0	0	1	1
22826	DNAJC8	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	DnaJ (Hsp40) homolog, subfamily C, member 8	gi|112293277	1	312154983.669	2.064	24011921.8207	4	4	3	3	1	1
64787	EPS8L2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	EPS8-like 2	gi|21264616	1	2830870142.9	6.2392	72586413.9206	8	8	7	7	1	1
9646	CTR9	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	CTR9, Paf1/RNA polymerase II complex component	gi|7661950	1	334237151.751	0.4788	5570619.19586	5	5	4	4	1	1
10109	ARPC2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	actin related protein 2/3 complex, subunit 2, 34kDa	gi|23238211	1	5883514211.42	25.2861	294175710.571	9	9	8	8	1	1
25902	MTHFD1L	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like	gi|337756511;gi|337756507;gi|337756501;gi|36796743	4	662741082.651	1.347	15670402.9313	3	1	2	1	4	4
10243	GPHN	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	gephyrin	gi|10880983;gi|66932975	2	2903966.7546	0.0062	71713.8131471	1	1	1	1	2	2
29978	UBQLN2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	ubiquilin 2	gi|16753207	1	461250548.654	1.3364	15546961.9737	2	1	2	1	1	1
5510	PPP1R7	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	protein phosphatase 1, regulatory subunit 7	gi|4506013	1	1581248453.48	6.4723	75297545.4036	6	6	5	5	1	1
9426	CDY2A	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	chromodomain protein, Y-linked, 2A	gi|4757968	1	80132107.9463	0.0492	572372.199616	1	0	1	0	1	1
25930	PTPN23	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	protein tyrosine phosphatase, non-receptor type 23	gi|24308073	1	141999644.226	0.1507	1753082.02748	1	1	0	0	1	1
9119	KRT75	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	keratin 75	gi|153791158	1	2.48211829808e+11	164.8955	1918376626.05	5	0	5	0	1	1
79180	EFHD2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	EF-hand domain family, member D2	gi|20149675	1	2241780062.29	14.6184	170068614.478	5	4	4	3	1	1
84328	LZIC	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	leucine zipper and CTNNBIP1 domain containing	gi|21362062	1	267728488.267	2.3013	26772848.8267	1	1	0	0	1	1
9949	AMMECR1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1	gi|284413707;gi|7669554	2	49937022.244	0.3382	3934432.05559	1	1	0	0	2	2
56952	PRTFDC1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	phosphoribosyl transferase domain containing 1	gi|9910262	1	34392379.5949	0.2956	3439237.95949	1	1	0	0	1	1
55738	ARFGAP1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	ADP-ribosylation factor GTPase activating protein 1	gi|8922652;gi|28416436	2	271622959.317	1.1981	13938546.5965	2	2	2	2	2	2
6135	RPL11	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	ribosomal protein L11	gi|315221152;gi|15431290	2	8853960229.28	76.1049	885396022.928	3	3	3	3	2	2
51501	C11orf73	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	chromosome 11 open reading frame 73	gi|21361535	1	175680337.131	1.8876	21960042.1414	2	2	2	2	1	1
3887	KRT81	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	keratin 81	gi|169790853	1	65565833350.3	10.4366	121418209.908	2	0	2	0	1	1
10728	PTGES3	co_0,ki_0,li_0,re_1,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	prostaglandin E synthase 3 (cytosolic)	gi|23308579	1	10959786637.0	94.2057	1095978663.7	7	7	6	6	1	1
51251	NT5C3A	co_0,ki_0,li_0,re_1,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	5'-nucleotidase, cytosolic IIIA	gi|70608082;gi|70608211;gi|260763926	3	765332437.631	3.2425	37723152.732	4	4	1	1	3	3
9678	PHF14	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	PHD finger protein 14	gi|55769548	1	243645762.195	0.537	6247327.23577	3	3	1	1	1	1
10285	SMNDC1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	survival motor neuron domain containing 1	gi|5032113	1	773175436.007	6.6459	77317543.6007	2	2	2	2	1	1
2802	GOLGA3	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	golgin A3	gi|30089940;gi|289191386	2	184179320.829	0.1863	2166815.53916	2	2	1	1	2	2
118460	EXOSC6	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	exosome component 6	gi|17402904	1	41078020.1991	0.2942	3423168.34993	1	1	1	1	1	1
50865	HEBP1	co_0,ki_0,li_1,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	heme binding protein 1	gi|20336761	1	1926163316.07	13.7971	160513609.673	1	1	0	0	1	1
374395	TMEM179B	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	transmembrane protein 179B	gi|40786402	1	45816590.221	0.3938	4581659.0221	1	1	1	1	1	1
3099	HK2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	hexokinase 2	gi|15553127	1	1148084144.49	0.8646	10058168.3122	5	1	5	1	1	1
677	ZFP36L1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	ZFP36 ring finger protein-like 1	gi|347659004;gi|347659013	2	25064341.8498	0.1443	1678415.74887	1	1	1	1	2	2
1396	CRIP1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	cysteine-rich protein 1 (intestinal)	gi|4503047	1	8703868668.19	187.0369	2175967167.05	4	4	2	2	1	1
9987	HNRNPDL	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	heterogeneous nuclear ribonucleoprotein D-like	gi|332801090;gi|14110407	2	15587616648.7	44.5971	518837956.402	9	6	9	6	2	2
91603	ZNF830	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	zinc finger protein 830	gi|145309298	1	118957162.999	0.5681	6608731.27772	1	1	0	0	1	1
