Gene ID	Symbol	Annotation	Modification	Description	Protein GI	Protein Num	Area	FoT(1e-6)	iBAQ	Peptide Num	Unique Peptide Num	Strict Peptide Num	US Peptide Num	Identified Proteins Num	Unique Proteins Num
55747	FAM21B	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	family with sequence similarity 21, member B	gi|154090959	1	623634066.993	0.262	3350423.69029	4	0	3	0	1	1
9208	LRRFIP1	co_1,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	leucine rich repeat (in FLII) interacting protein 1	gi|212276078;gi|212276088;gi|212276070;gi|212276104;gi|212276096	5	4100973634.52	9.091	116267737.476	9	9	8	8	5	5
7326	UBE2G1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	ubiquitin-conjugating enzyme E2G 1	gi|13489085	1	99812219.2707	0.8672	11090246.5856	1	1	0	0	1	1
3036	HAS1	co_0,ki_0,li_0,re_0,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	hyaluronan synthase 1	gi|167466171	1	1318919627.36	2.9465	37683417.9246	1	1	0	0	1	1
4621	MYH3	co_0,ki_0,li_0,re_0,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	myosin, heavy chain 3, skeletal muscle, embryonic	gi|98986453	1	373455751.136	0.0216	276224.668	1	0	1	0	1	1
23224	SYNE2	co_0,ki_0,li_0,re_0,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	spectrin repeat containing, nuclear envelope 2	gi|118918407;gi|118918403	2	230939504.43	0.0437	559175.555521	2	2	0	0	2	2
9328	GTF3C5	co_1,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	general transcription factor IIIC, polypeptide 5, 63kDa	gi|170763506;gi|170763508	2	69530342.6103	0.1726	2207868.74216	2	2	1	1	2	2
79631	EFTUD1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	elongation factor Tu GTP binding domain containing 1	gi|94966752;gi|94966754	2	87831187.0381	0.1296	1657782.37643	1	1	1	1	2	2
9631	NUP155	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	nucleoporin 155kDa	gi|509155837;gi|24430149;gi|4758844	3	626582338.896	0.7948	10164985.7163	6	6	5	5	3	3
6613	SUMO2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	small ubiquitin-like modifier 2	gi|54792069;gi|54792071	2	3688804503.75	65.6858	840074292.327	2	1	2	1	2	2
51616	TAF9B	co_1,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa	gi|20070280	1	26273854.1249	0.0604	772760.415438	1	0	1	0	1	1
100528021	ST20-MTHFS	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	ST20-MTHFS readthrough	gi|315113870	1	8112930.88281	0.0288	368769.585582	1	0	0	0	1	1
8348	HIST1H2BO	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	histone cluster 1, H2bo	gi|16306566	1	1.88127323169e+11	159.3876	2038452775.54	4	0	4	0	1	1
23376	UFL1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	UFM1-specific ligase 1	gi|24308039	1	1456861524.11	2.3247	29731867.839	7	7	4	4	1	1
131	ADH7	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	gi|71743840	1	35602224.8259	0.1326	1695344.03933	1	1	0	0	1	1
1465	CSRP1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	cysteine and glycine-rich protein 1	gi|302191615;gi|302191611	2	1437890043.99	9.3691	119824170.332	5	5	5	5	2	2
79624	C6orf211	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	chromosome 6 open reading frame 211	gi|13375746	1	137175024.742	0.4663	5964131.51051	2	2	2	2	1	1
64216	TFB2M	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	transcription factor B2, mitochondrial	gi|11641289	1	80273192.3957	0.2414	3087430.47676	2	2	2	2	1	1
23398	PPWD1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	peptidylprolyl isomerase domain and WD repeat containing 1	gi|24308049	1	118156873.307	0.2566	3282135.36964	1	1	1	1	1	1
23299	BICD2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	bicaudal D homolog 2 (Drosophila)	gi|51479166;gi|21735417	2	19666855.0324	0.0321	409904.056255	1	1	1	1	2	2
10458	BAIAP2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	BAI1-associated protein 2	gi|5453565;gi|222080100;gi|9257197;gi|9257199	4	1258409721.94	2.8113	35954563.4839	7	7	7	7	4	4
51693	TRAPPC2L	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	trafficking protein particle complex 2-like	gi|7706429	1	461290284.103	4.0076	51254476.0114	1	1	0	0	1	1
81	ACTN4	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	actinin, alpha 4	gi|12025678	1	1.909184491e+11	210.0587	2686499798.47	49	34	44	29	1	1
80313	LRRC27	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	leucine rich repeat containing 27	gi|219555704;gi|219555700;gi|219555702	3	228342437.878	0.7277	9306182.79977	1	1	0	0	3	3
1104	RCC1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	regulator of chromosome condensation 1	gi|114796644;gi|114796646;gi|114796642	3	739139983.616	3.0981	39622513.7416	5	5	4	4	3	3
10102	TSFM	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	Ts translation elongation factor, mitochondrial	gi|291084498;gi|171846268;gi|291084500;gi|291084502	4	381283638.501	1.9237	24602616.3847	2	2	1	1	4	4
3028	HSD17B10	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	hydroxysteroid (17-beta) dehydrogenase 10	gi|4758504;gi|83715985	2	6429604423.71	35.9096	459257458.836	12	12	11	11	2	2
6284	S100A13	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	S100 calcium binding protein A13	gi|66737374	1	3036614379.43	39.5724	506102396.572	2	2	2	2	1	1
10788	IQGAP2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	IQ motif containing GTPase activating protein 2	gi|116089337	1	642480875.183	0.329	4207394.49119	4	2	4	2	1	1
51035	UBXN1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	UBX domain protein 1	gi|21361517	1	326057913.255	1.6996	21737194.217	2	2	1	1	1	1
55040	EPN3	co_0,ki_0,li_0,re_0,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	epsin 3	gi|157388929	1	58322830.7534	0.076	972047.179223	1	0	1	0	1	1
5713	PSMD7	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7	gi|25777615	1	951151619.368	4.9581	63410107.9579	5	5	5	5	1	1
10514	MYBBP1A	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	MYB binding protein (P160) 1a	gi|157694494;gi|157694492	2	98941096.5757	0.1082	1383859.23419	2	2	2	2	2	2
9601	PDIA4	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	protein disulfide isomerase family A, member 4	gi|4758304	1	50047215300.0	102.9793	1317031981.58	29	29	24	24	1	1
7779	SLC30A1	co_0,ki_0,li_0,re_1,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	solute carrier family 30 (zinc transporter), member 1	gi|52352803	1	54667989.7598	0.1943	2484908.62545	1	1	1	1	1	1
23392	KIAA0368	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	KIAA0368	gi|122937211	1	731098920.449	0.5497	7029797.31201	5	5	4	4	1	1
54974	THG1L	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	tRNA-histidine guanylyltransferase 1-like (S. cerevisiae)	gi|89242148	1	108627403.908	0.5309	6789212.74425	1	1	1	1	1	1
192111	PGAM5	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	phosphoglycerate mutase family member 5	gi|281604138;gi|281604136;gi|281604151	3	963855480.764	3.9078	49977691.5952	2	2	2	2	3	3
4919	ROR1	co_0,ki_1,li_0,re_1,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	receptor tyrosine kinase-like orphan receptor 1	gi|134152725;gi|134152686	2	117398800.162	0.3253	4160311.85513	1	1	1	1	2	2
56061	UBFD1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	ubiquitin family domain containing 1	gi|77917604	1	791856095.548	4.7627	60912007.3498	2	2	0	0	1	1
81562	LMAN2L	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	lectin, mannose-binding 2-like	gi|214010240;gi|13540594	2	12273792.0938	0.0519	663933.198056	1	1	0	0	2	2
6643	SNX2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	sorting nexin 2	gi|23111038;gi|503774159	2	1425451683.45	3.2978	42176714.8661	8	6	7	5	2	2
84220	RGPD5	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	RANBP2-like and GRIP domain containing 5	gi|14149991;gi|83267877	2	1310491268.32	0.1516	1939463.02339	9	0	8	0	2	2
8904	CPNE1	co_0,ki_0,li_0,re_0,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	copine I	gi|311893345;gi|23397702;gi|197333761	3	2703972919.07	9.1924	117564039.959	7	7	6	6	3	3
2222	FDFT1	co_0,ki_0,li_0,re_1,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	farnesyl-diphosphate farnesyltransferase 1	gi|67089147	1	412151887.188	1.3428	17172995.2995	3	3	3	3	1	1
1478	CSTF2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa	gi|4557493	1	1698740984.95	3.9312	50277044.181	7	2	7	2	1	1
23158	TBC1D9	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	TBC1 domain family, member 9 (with GRAM domain)	gi|139394668	1	19749121.2577	0.0112	143109.574331	1	0	1	0	1	1
55766	H2AFJ	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	H2A histone family, member J	gi|29553970	1	2.87944196789e+11	240.1083	3070813559.02	5	0	5	0	1	1
4641	MYO1C	co_0,ki_0,li_0,re_0,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	myosin IC	gi|124494238;gi|124494247;gi|124494240	3	9066924657.93	11.9831	153255580.165	25	24	22	21	3	3
26038	CHD5	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	chromodomain helicase DNA binding protein 5	gi|24308089	1	336923974.607	0.1107	1415848.55663	6	0	5	0	1	1
5303	PIN4	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	protein (peptidylprolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin)	gi|38679892;gi|282847476	2	678171609.652	5.9655	76294306.0859	1	1	1	1	2	2
2873	GPS1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	G protein pathway suppressor 1	gi|47078240;gi|47078238	2	386754909.968	1.476	18877322.9865	5	5	4	4	2	2
64223	MLST8	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	MTOR associated protein, LST8 homolog (S. cerevisiae)	gi|312596914;gi|312596912	2	23048089.4007	0.1126	1440505.58754	1	1	1	1	2	2
10487	CAP1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	CAP, adenylate cyclase-associated protein 1 (yeast)	gi|157649073	1	18283868322.3	49.0079	626775918.249	18	17	15	14	1	1
816	CAMK2B	co_0,ki_1,li_0,re_1,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	calcium/calmodulin-dependent protein kinase II beta	gi|26051214;gi|26051218;gi|26051206;gi|26051204;gi|26051212;gi|26051208;gi|26051210;gi|26051216	8	160030966.25	0.2388	3054236.22719	1	0	1	0	8	8
961	CD47	co_0,ki_0,li_0,re_0,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	CD47 molecule	gi|38683836;gi|4502673	2	182057985.512	1.1406	14587979.6083	1	1	1	1	2	2
10552	ARPC1A	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	actin related protein 2/3 complex, subunit 1A, 41kDa	gi|22907052;gi|300360515	2	316907576.462	1.1263	14404889.8392	3	3	3	3	2	2
51727	CMPK1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	cytidine monophosphate (UMP-CMP) kinase 1, cytosolic	gi|209915597;gi|7706497	2	3969387923.73	23.8745	305337532.595	7	7	7	7	2	2
57016	AKR1B10	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	aldo-keto reductase family 1, member B10 (aldose reductase)	gi|223468663	1	2851891748.51	9.7769	125039310.841	10	7	8	5	1	1
1108	CHD4	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	chromodomain helicase DNA binding protein 4	gi|51599156	1	1982557693.46	1.4591	18661105.4186	16	10	12	7	1	1
11171	STRAP	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	serine/threonine kinase receptor associated protein	gi|148727341	1	5132423037.6	19.1098	244401097.029	12	12	11	11	1	1
